Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@middaygujarati,"વંદે ભારત: મિની વર્લ્ડ કપ પર ટીમ ઇન્ડિયાનો કબજો, ત્રીજી વાર જીતી ચૅમ્પિયન્સ ટ્રોફી

#championstrophy2025 #rohitsharma #viratkohli #championstrophy #klrahul #hardikpandya #kanewilliamson #indiancricketteam #gujaratimidday #middaygujarati 

https://gujaratimidday.com/sports-news/cricket/article/ind-vs-nz-team-india-dominates-the-mini-world-cup-win-the-champions-trophy-for-the-third-time-238609…",2025-03-10T04:29:32.000Z,ભરત વરલડ ઇનડયન કબજ તરજ ચમપયનસ ટરફ,1
@thegiant100,"استغفر الله العظيم واتوب اليه 
#السعودية #حساب_المواطن #ChampionsTrophy2025",2025-03-10T04:27:35.000Z,استغفر الله العظيم واتوب اليه,4
@ABHI_24__,"INDIA Champions Trophy Winners 
#ChampionsTrophy2025 
#ChampionsTrophyFinal",2025-03-10T04:25:32.000Z,india champion trophy winner,1
@Thanh74087882,"Morning profit of bot trade, if you interested, message me now, install is free
#XAUUSD #ChampionsTrophy2025 #ChampionsTrophy #sstvi #LaCasaDelLosFamosoCol #BBMzansiumililo #LYKN #ChampionsTrophyFinal",2025-03-10T04:33:09.000Z,morning profit bot trade interested message install free,0
@finestyoung_G,Tulidisguise drug dealers kusambaza ngoma coz only the best killers ndo huwa actors wanoma... Prime Munga was something else. #Vom2 #VOX #sstvi #LaCasaDelLosFamosoCol #ChampionsTrophy2025 #ChampionsTrophy,2025-03-10T04:27:45.000Z,tulidisguise drug dealer kusambaza ngoma coz best killer ndo huwa actor wanoma prime munga something else,4
@tweetingfrmhrt,"Thank You 
@BCCI
  #RahulDravid 
@ImRo45
 and 
@GautamGambhir
  for creating this ODI team. #ChampionsTrophy2025",2025-03-10T04:37:58.000Z,thank creating odi team,3
@SantoshBagwe5,"गौरवशाली जीत!
भारतीय क्रिकेट टीम ने शानदार प्रदर्शन करते हुए न्यूजीलैंड को मात दी और चैम्पियंस ट्रॉफी 2025 अपने नाम की।

टीम इंडिया को ढेरों बधाइयाँ!
#ChampionsTrophy2025 #TeamIndia #AndheriEast #Mumbai",2025-03-10T04:37:55.000Z,गरवशल भरतय करकट शनदर परदरशन करत नयजलड चमपयस टरफ 2025 अपन इडय बधइय,0
@AnandBjp001,"#ChampionsTrophy2025
GOOD MORNING INDIA 
#ChampionsTrophy2025 
#ChampionsTrophy 
#ChampionsTrophyFinal 
@ImRo45",2025-03-10T04:36:37.000Z,good morning india,0
@DeepakKash89911,"Congratulations India Team 
We are the Champions 
#ChampionsTrophy2025
#ChampionsTrophy #RohitSharma𓃵 #ChampionsTrophyFinal #indvsnzfinal",2025-03-10T04:30:22.000Z,congratulation india team champion,1
@RKPAMARTHI1,"#SavitribaiPhule 
""अंतर्राष्ट्रीय महिला"" ""महान समाज""
""सावित्रीबाई फुले"" ""नारी मुक्ति आंदोलन"" ""नारी शिक्षा"" ""प्रथम महिला"" #RKBJP #MondayMotivation
#SmileOnInnocentFaces
#ChampionsTrophy #ChampionsTrophyFinal #ChampionsTrophy2025",2025-03-10T04:41:22.000Z,अतररषटरय महल महन समज सवतरबई मकत आदलन शकष परथम महल,3
@Mousumi05184442,"Congratulations to Team INDIA for winning the Champions Trophy 2025 for 3rd time. 
#ChampionsTrophy2025 #Cricket",2025-03-10T04:35:07.000Z,congratulation team india winning champion trophy 2025 3rd time,1
@braveheart0052,"Post Champions Trophy scenes:
Pov: ""you either win or lun""
#ChampionsTrophy2025",2025-03-10T04:27:50.000Z,post champion trophy scene pov either win lun,1
@Over_and_out1,King Kohli x KKR edit = Pure fire!  #ViratKohli #ChampionsTrophy2025,2025-03-10T04:40:36.000Z,king kohli kkr edit pure fire,1
@DrYashTiwari,"Nahh, man lyer really pulled out lyer celebration 

#INDvsNZ | #ChampionsTrophy | #ChampionsTrophy2025 | #ShreyasIyer",2025-03-10T04:40:01.000Z,nahh man lyer really pulled lyer celebration,1
@avijitkumarroy,"Congrats Team India for standing tall over the Platforms and show the world in the world stage ... what's below you (literally).
@TheRealPCB
 
@ICC
 
@BCCI
 
#icc #cricket #ipl #viratkohli #t #BCCI #india #indiancricketteam #cricketlovers 
@shoaib100mph
 
#ChampionsTrophy2025",2025-03-10T04:39:39.000Z,congrats team india standing tall platform show world world stage whats literally,3
@HaiHiNahi,"At present this education has made the youth totally restless.
#आँखों_देखा_भगवान

#ChampionsTrophy2025 #INDvsNZ
#humanist 
#MondayMotivation

#sanewsmadhyapradesh #shorts #viralreels",2025-03-10T04:29:33.000Z,present education made youth totally restless ख_दख_भगवन,0
@Over_and_out1,ROHIT GURUNATH SHARMA - THE CAPTAIN.  #RohitSharma𓃵 #ChampionsTrophy2025,2025-03-10T04:41:43.000Z,rohit gurunath sharma captain,1
@Over_and_out1,"Hitman cuts the cake in Dubai!  
#ChampionsTrophy2025 #RohitSharma𓃵",2025-03-10T04:37:56.000Z,hitman cut cake dubai,2
@Uday_Yadavji,"भारत की जीत के बाद एब्दो प्रतिक्रिया है।

इसमें एक कट्टर राष्ट्रवादी है
दूसरा कट्टर जातिवादी है

कौन है,ये आत्मचिंतन का विषय है...
#ChampionsTrophy2025",2025-03-10T04:43:34.000Z,भरत एबद परतकरय इसम कटटर रषटरवद दसर कटटर जतवद आतमचतन वषय,4
@WeTheHerd,"India won the #ChampionsTrophy2025 and this idiot can't stop thinking about Shama Mohamed, what a fuckin loser !",2025-03-10T04:34:35.000Z,india idiot cant stop thinking shama mohamed fuckin loser,1
@RiteshS18,"""फाइनल मैच में चहल के साथ दिखी ये लड़की, वायरल तस्वीर ने बढ़ाई हलचल!""
#yuzvendrachahal #ChampionsTrophy2025 #RJMahvash #dhanashree #iccchampionstrophy2025 #entertainment #Bollywood #viral #trending #BreakingNews‌ #chahal #ChampionsTrophyFinal",2025-03-10T04:31:34.000Z,फइनल चहल लडक वयरल तसवर बढई हलचल,3
@aslikaranaujla,"Mahol Poora Wavyyyy 
#indvsnzfinal #IndiaWins #TeamIndia #ChampionsTrophy2025 #ChampionsTrophy #RohitSharma𓃵 #ViratKohli𓃵",2025-03-10T04:29:21.000Z,mahol poora wavyyyy,2
@WokayHQ,"No Monday blues this time, just pure celebration!  
And while the team brought it home, we’ve been cooking up something wild too. Stay tuned! 

#Wokay #teamcollaboration #ChampionsTrophy2025 #NoMondayBlues",2025-03-10T04:37:02.000Z,monday blue time pure celebration team brought home weve cooking something wild stay tuned,4
@ntrkicchafan,"Ipl trophy ledu ani trolls ese lanjakodakulu vaadi modda gudandi
#ViratKohli𓃵 #ChampionsTrophy2025",2025-03-10T04:34:37.000Z,ipl trophy ledu ani troll ese lanjakodakulu vaadi modda gudandi,0
@Techsumup,"#ChampionsTrophy2025
https://whatsapp.com/channel/0029Va9DAUyLSmbWTuvLe30C…",2025-03-10T04:41:08.000Z,,-1
@Shahkar1994,"चतुर कप्तानी
एकजुटता का प्रर्दशन 
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चौका 

और अंत में ऐतिहासिक जीत के साथ चैम्पियन खिताब।

कर लिया कप मुट्ठी में।",2025-03-10T04:42:43.000Z,चतर कपतन एकजटत पररदशन चकरवरत गगल सपनरस कलदप फरक पडय पवर अययर सझदर रहत जडड ऐतहसक चमपयन खतब मटठ,3
@dibyendudeb4,Congratulations Indian Cricket Team #ChampionsTrophy2025 #ChampionsTrophy #indvsnzfinal,2025-03-10T04:42:06.000Z,congratulation indian cricket team,3
@AshiishKushwha,"Namaaz, Roza And Baddua Did Not Work For The 30 Crore People Of Pakistan And Bangladesh, And India Won The Champions Trophy See The Reaction Of The Public Of Pakistan...
#ChampionsTrophy2025 #RohitSharma",2025-03-10T04:25:59.000Z,namaaz roza baddua work crore people pakistan bangladesh india champion trophy see reaction public pakistan,4
@pintu_amethi,"बहुत सटीक और बेहतरीन बोलते है आप 
और गजब की धोती भाजपाई की खोलते हैं आप 
#ChampionsTrophy2025 #ChampionsTrophy #sstvi",2025-03-10T04:27:54.000Z,बहत सटक बहतरन बलत गजब भजपई खलत,2
@injamul2045,"https://opportunexus.com/iit-dharwad-summer-internship-2025/…

#hiring #InternationalWomensDay  #ChampionsTrophy2025",2025-03-10T04:37:32.000Z,,-1
@AanandMiss05,"Now World cup Waiting for us 
Congratulations 
#ChampionsTrophy2025",2025-03-10T04:39:43.000Z,world cup waiting congratulation,2
@Ajanmemes28,"India won another icc champions trophy 2025

*Rohit Capitancy
*Gambhir Coach
*Kohli in squad

#ChampionsTrophy2025 #ChampionsTrophy #India #RohitSharma𓃵 #ChampionsTrophyFinal",2025-03-10T04:30:05.000Z,india another icc champion trophy 2025 rohit capitancy gambhir coach kohli squad,3
@RadioLadki,"Aaj pura India bahut ‘wo’ hai ~ Rohit Sharma

#ChampionsTrophy2025 #ChampionsTrophyFinal 
#RohitSharma𓃵",2025-03-10T04:43:01.000Z,aaj pura india bahut hai rohit sharma,1
@Mawitei1402,"Echoes of tradition: #Chawnglaizawn and the heartbeat of #Mizoram
https://indiatodayne.in/mizoram/video/echoes-of-tradition-chawnglaizawn-and-the-heartbeat-of-mizoram-1181160-2025-03-08…

#ChampionsTrophy2025
#INDvsNZ
#TeamIndia
#RohitSharma
#LYKNASIATOURxSINGAPORE
#LadyGaga",2025-03-10T04:44:02.000Z,echo tradition heartbeat,2
@TheRavi_Prakash,"PUNJAB KINGS EDIT FOR VIRAT KOHLI AND ROHIT SHARMA. 
#ChampionsTrophy2025
#INDvsNZ
#RohitSharma𓃵",2025-03-10T04:42:42.000Z,punjab king edit virat kohli rohit sharma,2
@Saurabh74796928,"What is coast of Virat Kohli s 1 run?

What is coast of your future?

#ChampionsTrophy2025",2025-03-10T04:42:04.000Z,coast virat kohli run coast future,0
@TheRavi_Prakash,"Jatin Sapru interviewing Virat Kohli
#ChampionsTrophy2025 
#INDvsNZ",2025-03-10T04:36:21.000Z,jatin sapru interviewing virat kohli,0
@LokeshKing123,"Champions 

#indvsnzfinal #ViratKohli𓃵
#RohitSharma #HardikPandya
#ChampionsTrophyFinal
#ChampionsTrophy2025",2025-03-10T04:40:01.000Z,champion,1
@DharojKumar,#ChampionsTrophy2025 जीतने के बाद जश्न मनाते हुए भारतीय टीम..!,2025-03-10T04:36:42.000Z,जतन जशन मनत भरतय,3
@timelesscricket,"Still in the awe of #RavindraJadeja hitting those winning runs for #India in the #ChampionsTrophy2025 , what a remarkable tournament it had been, despite few haters who have cribbed about venues. #RohitSharma #ViratKohli #kuldeepyadav #varunchakravarthy",2025-03-10T04:28:02.000Z,still awe hitting winning run remarkable tournament despite hater cribbed venue,3
@cricket_news_33,"KKR EDIT FOR THE KING. 

#ChampionsTrophy2025 #ChampionsTrophy #ViratKohli",2025-03-10T04:36:38.000Z,kkr edit king,1
@Tvk_Shasa,"Congrats team India
#ChampionsTrophy2025 
#ChampionsTrophy",2025-03-10T04:38:49.000Z,congrats team india,1
@indiatvnews,"टीम इंडिया की जीत के जश्न के दौरान बवाल, इंदौर के महू में जीत के जुलूस के दौरान भिड़े दो पक्ष 
 
#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #Indore #MadhyaPradesh #mahu",2025-03-10T04:38:45.000Z,इडय जशन दरन बवल इदर जलस दरन पकष,2
@SSI__India,"Congratulations to Team India on their outstanding victory in the Champions Trophy!

Your dedication, perseverance, and teamwork have made the Entire nation proud.

Sports Science India salutes Team India's victory.

#ChampionsTrophy2025 #TeamIndia #SportsScienceIndia #Cricket",2025-03-10T04:34:36.000Z,congratulation team india outstanding victory champion trophy dedication perseverance teamwork made entire nation proud sport science india salute team india victory,1
@abhanupv,"The CHAMPION of Champions. #ChampionsTrophy2025 

#TeamIndia",2025-03-10T04:39:20.000Z,champion champion,1
@AmitNayak47,"Beautiful Picture 
#RoKo #ChampionsTrophy2025 
#ChampionsTrophy #IndiaVsNewZealand 
#ChampionsTrophyFinal 
@ImRo45
 
@imVkohli",2025-03-10T04:42:43.000Z,beautiful picture,4
@NitishK59965823,"सबसे आगे हिंदुस्तानी 
@ICC
 @PMOIndia
 @rashtrapatibhvn
 #ChampionsTrophy2025 #Indian",2025-03-10T04:29:18.000Z,सबस हदसतन,4
@grvd,"#IndiaVsNewZealand #ChampionsTrophy2025 
#bullshit",2025-03-10T04:37:20.000Z,,-1
@vishaln27242825,"Future World 
#ChampionsTrophy2025",2025-03-10T04:34:17.000Z,future world,3
@NeerajRoyKumar,#ChampionsTrophy2025,2025-03-10T04:41:41.000Z,,-1
@MayankYadavAdv,"“चैंपियंस ट्रॉफी” के फाइनल मैच में न्यूजीलैंड पर मिली ऐतिहासिक विजय पर सभी को हार्दिक बधाई और शुभकामनाएं...

#ChampionsTrophy2025",2025-03-10T04:36:17.000Z,चपयस टरफ फइनल नयजलड ऐतहसक वजय हरदक बधई शभकमनए,4
@Kamalsaini1213,"India champions...
#ChampionsTrophy2025 
#ChampionsTrophy 
#ViratKohli𓃵",2025-03-10T04:27:38.000Z,india champion,1
@GurnamSaini," भारत बना चैंपियंस ट्रॉफी 2025 का विजेता! 

यह गर्व और उत्साह का पल है! टीम इंडिया ने दमदार प्रदर्शन से चैंपियंस ट्रॉफी 2025 अपने नाम कर ली! 
हर भारतीय के लिए यह ऐतिहासिक जीत यादगार रहेगी!

बधाई हो, टीम इंडिया!

#ChampionsTrophy2025
#TeamIndia",2025-03-10T04:39:20.000Z,भरत चपयस टरफ 2025 वजत गरव उतसह इडय दमदर परदरशन चपयस टरफ 2025 अपन भरतय ऐतहसक यदगर रहग बधई इडय,1
@meme_kalakar,"Rahul bhai kabhi chilla bhi liya kro  
@klrahul
#HardikPandya #klrahul    #RachinRavindra  #INDvsNZ #ChampionsTrophyFinal  #ChampionsTrophy2025   #ShreyasIyer  #TeamIndia  #RohitSharma𓃵 #indvsnzfinal",2025-03-10T04:35:33.000Z,rahul bhai kabhi chilla bhi liya kro,0
@DSingh4BSP,"मेहनत, धैर्य और आत्मविश्वास यही सफलता की असली कुंजी है, भारतीय क्रिकेट टीम ने यह साबित कर दिखाया। इस #ऐतिहासिक_विजय के लिए पूरी टीम और देशवासियों को ढेरों शुभकामनाए। चक दे इंडिया… चैंपियंस भारत!
@BCCI
  #INDvsNZ #ChampionsTrophy2025 #TeamIndia #Victory #Cricket",2025-03-10T04:30:27.000Z,महनत धरय आतमवशवस सफलत असल भरतय करकट सबत दखय हसक_वजय दशवसय शभकमनए इडय चपयस भरत,0
@AMMKITWINGoffcl,"#ChampionsTrophy2025

ஐசிசி சாம்பியன்ஸ் டிராபி 2025 கிரிக்கெட் தொடரின் இறுதிப் போட்டியில் நியூசிலாந்து அணியை வீழ்த்தி சாம்பியன் பட்டத்தை வென்றிருக்கும் இந்திய அணி வீரர்கள் அனைவருக்கும் எனது மனமார்ந்த பாராட்டுகளை தெரிவித்துக் கொள்கிறேன்.

கழகப் பொதுச்செயலாளர் திரு. #TTVDhinakaran",2025-03-10T04:37:06.000Z,ஐசச சமபயனஸ டரப 2025 கரககட தடரன இறதப படடயல நயசலநத அணய வழதத சமபயன படடதத வனறரககம இநதய வரரகள அனவரககம எனத மனமரநத பரடடகள தரவததக களகறன கழகப பதசசயலளர,0
@goat122114,"Sidhu pajji jab se commentry main aaye hai tab se 2,2 aa chuki hai  #ChampionsTrophy2025",2025-03-10T04:37:03.000Z,sidhu pajji jab commentry main aaye hai tab chuki hai,2
@NewspointjK,"Virat Kohli kissing the Champions Trophy in the dressing room This is the second time he has laid his hands on this trophy, the first being in 2013 under the leadership of MS Dhoni.    

#TeamIndia #Victory #ChampionsTrophyFinal #INDvNZ #ChampionsTrophy2025 #ViratKohli",2025-03-10T04:28:00.000Z,virat kohli kissing champion trophy dressing room second time laid hand trophy first 2013 leadership dhoni,3
@Mukeshk48967540,"पूरे टूर्नामेंट में अपराजित रह कर (बिना कोई मैच हारे) सही मायनों में एक टीम और चैंपियंस की तरह खेले और ट्रॉफी अपने नाम कर ली .. वाह बहुत खूब खेले .. हार्दिक बधाई टीम इंडिया .. बधाई पूरे देश को 

#ChampionsTrophy2025 #ChampionsTrophy #indvsnzfinal #IndiaVsNewZealand",2025-03-10T04:29:03.000Z,टरनमट अपरजत मयन चपयस तरह टरफ अपन बहत हरदक बधई इडय बधई,0
@ibalamurugan72,"Incredible Indian Team
#ChampionsTrophy2025 
#ChampionsTrophy 
#KamalHaasan 
#indvsnzfinal",2025-03-10T04:38:22.000Z,incredible indian team,3
@KugJay,#ChampionsTrophy2025,2025-03-10T04:31:55.000Z,,-1
@ABPNews,"टीम इंडिया की शानदार जीत के बाद अक्षर पटेल के घर पर मनाया गया जश्न

http://abplive.com/live-tv
@romanaisarkhan
#AxarPatel #RohitSharma #INDvsNZ #TeamIndia #ChampionsTrophy2025",2025-03-10T04:30:41.000Z,इडय शनदर अकषर पटल मनय जशन,1
@sharmaamit7987,भारत की जीत में उत्साहित भारतीय युवाओं की रैली पर इंदौर मध्यप्रदेश में #Ramadan    के महीने में जामा मस्जिद के पास भारत की जीत से दुःखी रोजेदारों ने हमला कर दिया। समझ नहीं आ रहा इनको किस बात की खुन्नस आई?#ChampionsTrophy2025,2025-03-10T04:37:31.000Z,भरत उतसहत भरतय यवओ इदर मधयपरदश महन मसजद भरत रजदर हमल समझ इनक खननस,2
@KunalCh37079569,"Jab Matter bade hote hain 

RO-KO Khade hote hain  

#RohitSharma #ViratKohli #ChampionsTrophy #ChampionsTrophy2025 #ChampionsTrophyFinal #TeamIndia #indvsnzfinal",2025-03-10T04:39:43.000Z,jab matter bade hote hain roko khade hote hain,1
@Maha_Sports,"148 वर्षांत कोणी करू शकले नाही, ते रोहितने करून दाखवले!
.
.
#RohitSharma #ChampionsTrophy2025 #TeamIndia",2025-03-10T04:32:37.000Z,148 वरषत शकल रहतन करन दखवल,0
@arunkverma121,जियो मेरे शेर जो कहा था वही हुआ पाकिस्तान को मेमना बना दिया  #pcb #ChampionsTrophy2025 #BCCI,2025-03-10T04:36:41.000Z,पकसतन ममन,4
@RichKettle07,"India  since 2024 :

ICC T20 World Cup 2024 ~
W, W, W, W, W, W, W, W = 8 Wins

ICC Champions Trophy 2025 ~
W, W, W, W, W = 5 Wins

- 2 Championships for Team India in just 9 months, Congratulations 
@BCCI
 ",2025-03-10T04:27:18.000Z,india since 2024 icc t20 world cup 2024 win icc champion trophy 2025 win championship team india month congratulation,1
@BharuwaS," Champions Again! 

Congrats to Team India for winning the ICC Champions Trophy 2025! At Bharuwa Solutions, we value strategy, teamwork, and resilience. #TeamIndia  #ChampionsTrophy2025",2025-03-10T04:40:04.000Z,champion congrats team india winning icc champion trophy 2025 bharuwa solution value strategy teamwork resilience,1
@OmikaK30557,"I think he's time we tell him the truth.
  Man is a sh*t sleeping around the pitch of play.

#ChampionsTrophy2025 #ChampionsTrophy #sstvi #LaCasaDelLosFamosoCol 
#ManchesterUnited",2025-03-10T04:31:12.000Z,think time tell truth man sht sleeping around pitch play,4
@SMRehmaan,"India was the only team in the tournament that deserved the trophy.
In the last three men's ICC tournaments, India have won 23 out of 24 completed matches, and claimed two trophies   
#ChampionsTrophy2025 #Final #iccchampionstrophy2025 #indvsnzfinal #INDvsNZ #Shuaibrehman",2025-03-10T04:32:41.000Z,india team tournament deserved trophy last three men icc tournament india completed match claimed two trophy,1
@im__chauhan99,"This is just psycho and nothing else. 

#INDvsNZ #ChampionsTrophy2025",2025-03-10T04:32:43.000Z,psycho nothing else,1
@ArclanticSports,"#India lifts the #ChampionsTrophy2025 after a thrilling 4-wicket win over #NewZealand! #RohitSharma's 76 led the chase, with #ShreyasIyer & #KLRahul sealing the deal. Spinners Chakaravarthy & Kuldeep kept NZ to 251.

For more news: https://arclantic.com/sports

#INDvsNZ #ARCLANTIC",2025-03-10T04:29:18.000Z,lift thrilling 4wicket win led chase sealing deal spinner chakaravarthy kuldeep kept 251 news,3
